0.0330	0.5384
0.0670	0.5811
0.1010	0.5725
0.1350	0.5858
0.1690	0.6050
0.2030	0.6059
0.2370	0.6020
0.2710	0.5984
0.3050	0.5997
0.3390	0.5936
0.3730	0.6024
0.4070	0.5976
0.4410	0.5896
0.4750	0.5983
0.5090	0.5820
0.5430	0.5909
0.5770	0.5964
0.6110	0.5916
0.6450	0.6039
0.6790	0.5970
0.7130	0.5964
0.7470	0.5999
0.7810	0.5989
0.8150	0.6054
0.8490	0.6058
0.8830	0.5971
0.9170	0.5714
0.9510	0.5815
0.9850	0.5595
1.0190	0.5357
1.0530	0.5665
1.0870	0.5792
1.1210	0.5744
1.1550	0.5999
1.1890	0.6059
1.2230	0.6052
1.2570	0.5982
1.2910	0.6004
1.3250	0.5948
1.3590	0.5984
1.3930	0.6028
1.4270	0.5899
1.4610	0.5979
1.4950	0.5870
1.5290	0.5832
1.5630	0.5991
1.5970	0.5883
1.6310	0.5995
1.6650	0.6004
1.6990	0.5929
1.7330	0.6007
1.7670	0.5981
1.8010	0.6033
1.8350	0.6060
1.8690	0.6040
1.9030	0.5812
1.9370	0.5744
1.9710	0.5772
2.0050	0.5379
2.0390	0.5466
2.0730	0.5830
2.1070	0.5710
2.1410	0.5905
2.1750	0.6057
2.2090	0.6059
2.2430	0.6006
2.2770	0.5988
2.3110	0.5985
2.3450	0.5949
2.3790	0.6040
2.4130	0.5953
2.4470	0.5919
2.4810	0.5964
2.5150	0.5812
2.5490	0.5947
2.5830	0.5932
2.6170	0.5940
2.6510	0.6043
2.6850	0.5959
2.7190	0.5976
2.7530	0.5992
2.7870	0.6001
2.8210	0.6059
2.8550	0.6058
2.8890	0.5929
2.9230	0.5705
2.9570	0.5830
2.9910	0.5507
3.0250	0.5370
3.0590	0.5745
3.0930	0.5759
3.1270	0.5785
3.1610	0.6030
3.1950	0.6060
3.2289	0.6042
3.2629	0.5981
3.2969	0.6008
3.3309	0.5928
3.3649	0.5997
3.3989	0.6003
3.4329	0.5883
3.4669	0.5991
3.5009	0.5840
3.5349	0.5849
3.5689	0.5988
3.6029	0.5889
3.6369	0.6015
3.6709	0.5992
3.7049	0.5937
3.7389	0.6006
3.7729	0.5981
3.8069	0.6048
3.8409	0.6059
3.8749	0.6014
3.9089	0.5764
3.9429	0.5774
3.9769	0.5708
4.0109	0.5357
4.0449	0.5539
4.0789	0.5825
4.1129	0.5712
4.1469	0.5952
4.1809	0.6060
4.2149	0.6058
4.2489	0.5992
4.2829	0.5997
4.3169	0.5969
4.3509	0.5959
4.3849	0.6042
4.4189	0.5932
4.4529	0.5947
4.4869	0.5929
4.5209	0.5820
4.5549	0.5975
4.5889	0.5905
4.6228	0.5967
4.6568	0.6033
4.6908	0.5941
4.7248	0.5992
4.7588	0.5985
4.7928	0.6012
4.8268	0.6060
4.8608	0.6054
4.8948	0.5879
4.9288	0.5711
4.9628	0.5823
4.9968	0.5412
