0.0330	0.5384
0.0670	0.5820
0.1010	0.5753
0.1350	0.5865
0.1690	0.6044
0.2030	0.6050
0.2370	0.5995
0.2710	0.5920
0.3050	0.5925
0.3390	0.5871
0.3730	0.6024
0.4070	0.5937
0.4410	0.5781
0.4750	0.5836
0.5090	0.5692
0.5430	0.5937
0.5770	0.6009
0.6110	0.5812
0.6450	0.5871
0.6790	0.5809
0.7130	0.5943
0.7470	0.6011
0.7810	0.5901
0.8150	0.5890
0.8490	0.5876
0.8830	0.5737
0.9170	0.5476
0.9510	0.5708
0.9850	0.5397
1.0190	0.5069
1.0530	0.5823
1.0870	0.5989
1.1210	0.5695
1.1550	0.5743
1.1890	0.5761
1.2230	0.5736
1.2570	0.5649
1.2910	0.5712
1.3250	0.5618
1.3590	0.5647
1.3930	0.5731
1.4270	0.5535
1.4610	0.5731
1.4950	0.5568
1.5290	0.5491
1.5630	0.5771
1.5970	0.5564
1.6310	0.5661
1.6650	0.5692
1.6990	0.5587
1.7330	0.5721
1.7670	0.5655
1.8010	0.5699
1.8350	0.5745
1.8690	0.5741
1.9030	0.5665
1.9370	0.5881
1.9710	0.5959
2.0050	0.5188
2.0390	0.5207
2.0730	0.5749
2.1070	0.5497
2.1410	0.5632
2.1750	0.5843
2.2090	0.5864
2.2430	0.5870
2.2770	0.5965
2.3110	0.5976
2.3450	0.5796
2.3790	0.5849
2.4130	0.5793
2.4470	0.5936
2.4810	0.6011
2.5150	0.5702
2.5490	0.5775
2.5830	0.5783
2.6170	0.5852
2.6510	0.6041
2.6850	0.5881
2.7190	0.5880
2.7530	0.5907
2.7870	0.5954
2.8210	0.6039
2.8550	0.6048
2.8890	0.5941
2.9230	0.5744
2.9570	0.5855
2.9910	0.5523
3.0250	0.5305
3.0590	0.5751
3.0930	0.5772
3.1270	0.5805
3.1610	0.6028
3.1950	0.6052
3.2289	0.6020
3.2629	0.5924
3.2969	0.5928
3.3309	0.5869
3.3649	0.5987
3.3989	0.5997
3.4329	0.5785
3.4669	0.5845
3.5009	0.5705
3.5349	0.5853
3.5689	0.6046
3.6029	0.5840
3.6369	0.5856
3.6709	0.5826
3.7049	0.5891
3.7389	0.6027
3.7729	0.5919
3.8069	0.5888
3.8409	0.5875
3.8749	0.5798
3.9089	0.5491
3.9429	0.5636
3.9769	0.5565
4.0109	0.5014
4.0449	0.5640
4.0789	0.6040
4.1129	0.5747
4.1469	0.5722
4.1809	0.5765
4.2149	0.5748
4.2489	0.5663
4.2829	0.5695
4.3169	0.5656
4.3509	0.5605
4.3849	0.5752
4.4189	0.5556
4.4529	0.5677
4.4869	0.5661
4.5209	0.5430
4.5549	0.5743
4.5889	0.5617
4.6228	0.5600
4.6568	0.5726
4.6908	0.5577
4.7248	0.5695
4.7588	0.5673
4.7928	0.5679
4.8268	0.5742
4.8608	0.5752
4.8948	0.5672
4.9288	0.5796
4.9628	0.6030
4.9968	0.5379
