6.15537	0.03372	4000.00000
6.36618	0.03267	4010.00000
6.36611	0.03264	4020.00000
6.36618	0.03269	4030.00000
6.36586	0.03263	4040.00000
6.36567	0.03265	4050.00000
6.36611	0.03265	4060.00000
6.36618	0.03263	4070.00000
6.36586	0.03262	4080.00000
6.36618	0.03262	4090.00000
6.36410	0.03263	4100.00000
6.36618	0.03263	4110.00000
6.36586	0.03266	4120.00000
6.36618	0.03264	4130.00000
6.36611	0.03269	4140.00000
6.36567	0.03266	4150.00000
6.36586	0.03267	4160.00000
6.36618	0.03263	4170.00000
6.36611	0.03263	4180.00000
6.36618	0.03266	4190.00000
6.35782	0.03264	4200.00000
6.36618	0.03265	4210.00000
6.36611	0.03260	4220.00000
6.36618	0.03263	4230.00000
6.36586	0.03263	4240.00000
6.35310	0.03263	4250.00000
6.36611	0.03266	4260.00000
6.36618	0.03266	4270.00000
6.36586	0.03265	4280.00000
6.36618	0.03267	4290.00000
6.36410	0.03260	4300.00000
6.36618	0.03258	4310.00000
6.36586	0.03261	4320.00000
6.36618	0.03261	4330.00000
6.36611	0.03263	4340.00000
6.36567	0.03263	4350.00000
6.36586	0.03261	4360.00000
6.36618	0.03263	4370.00000
6.36611	0.03259	4380.00000
6.36618	0.03262	4390.00000
6.35782	0.03263	4400.00000
6.36618	0.03262	4410.00000
6.36611	0.03262	4420.00000
6.36618	0.03262	4430.00000
6.36586	0.03260	4440.00000
6.36567	0.03261	4450.00000
6.36611	0.03260	4460.00000
6.36618	0.03262	4470.00000
6.36586	0.03267	4480.00000
6.36618	0.03262	4490.00000
6.31375	0.03232	4500.00000
6.36618	0.03264	4510.00000
6.36586	0.03261	4520.00000
6.36618	0.03265	4530.00000
6.36611	0.03263	4540.00000
6.36567	0.03265	4550.00000
6.36586	0.03264	4560.00000
6.36618	0.03266	4570.00000
6.36611	0.03265	4580.00000
6.36618	0.03264	4590.00000
6.35782	0.03257	4600.00000
6.36618	0.03263	4610.00000
6.36611	0.03264	4620.00000
6.36618	0.03262	4630.00000
6.36586	0.03265	4640.00000
6.36567	0.03263	4650.00000
6.36611	0.03263	4660.00000
6.36618	0.03264	4670.00000
6.36586	0.03262	4680.00000
6.36618	0.03263	4690.00000
6.36410	0.03267	4700.00000
6.36618	0.03261	4710.00000
6.36586	0.03266	4720.00000
6.36618	0.03264	4730.00000
6.36611	0.03262	4740.00000
6.35310	0.03264	4750.00000
6.36586	0.03264	4760.00000
6.36618	0.03260	4770.00000
6.36611	0.03262	4780.00000
6.36618	0.03261	4790.00000
6.35782	0.03265	4800.00000
6.36618	0.03262	4810.00000
6.36611	0.03264	4820.00000
6.36618	0.03261	4830.00000
6.36586	0.03260	4840.00000
6.36567	0.03260	4850.00000
6.36611	0.03262	4860.00000
6.36618	0.03262	4870.00000
6.36586	0.03262	4880.00000
6.36618	0.03261	4890.00000
6.36410	0.03264	4900.00000
6.36618	0.03259	4910.00000
6.36586	0.03265	4920.00000
6.36618	0.03262	4930.00000
6.36611	0.03262	4940.00000
6.36567	0.03264	4950.00000
6.36586	0.03262	4960.00000
6.36618	0.03262	4970.00000
6.36611	0.03263	4980.00000
6.36618	0.03262	4990.00000
0.00000	0.00902	5000.00000
