Frecuencia (Hz)	volumen (dB)
2882,757568	-95,983200
2885,449219	-95,674759
2888,140869	-96,599648
2890,832520	-96,635559
2893,524170	-94,787506
2896,215820	-94,213516
2898,907471	-94,926285
2901,599121	-95,181877
2904,290771	-96,456299
2906,982422	-96,166847
2909,674072	-95,484451
2912,365723	-95,487617
2915,057373	-94,109985
2917,749023	-94,172104
2920,440674	-96,021873
2923,132324	-95,094025
2925,823975	-95,942230
2928,515625	-95,241447
2931,207275	-96,407936
2933,898926	-95,188034
2936,590576	-94,954788
2939,282227	-95,449295
2941,973877	-95,581635
2944,665527	-96,201889
2947,357178	-95,793022
2950,048828	-94,997932
2952,740479	-95,121063
2955,432129	-96,885056
2958,123779	-94,351952
2960,815430	-95,534416
2963,507080	-98,169876
2966,198730	-97,330124
2968,890381	-96,607216
2971,582031	-88,001732
2974,273682	-95,022858
2976,965332	-94,884468
2979,656982	-94,913124
2982,348633	-96,546021
2985,040283	-95,773987
2987,731934	-95,659164
2990,423584	-96,479362
2993,115234	-95,970795
2995,806885	-96,583885
2998,498535	-93,630424
3001,190186	-95,751999
3003,881836	-96,341156
3006,573486	-97,344215
3009,265137	-96,750710
3011,956787	-95,582214
3014,648438	-96,020912
3017,340088	-96,287773
3020,031738	-97,693199
3022,723389	-98,222504
3025,415039	-97,353035
3028,106689	-95,169655
3030,798340	-94,567245
3033,489990	-97,633102
3036,181641	-97,242668
3038,873291	-96,215004
3041,564941	-96,995537
3044,256592	-96,612923
3046,948242	-96,277405
3049,639893	-97,715233
3052,331543	-98,207916
3055,023193	-98,255119
3057,714844	-96,617195
3060,406494	-97,028641
3063,098145	-97,803589
3065,789795	-96,924004
3068,481445	-96,601334
3071,173096	-96,740395
3073,864746	-97,041122
3076,556396	-96,859451
3079,248047	-96,966866
3081,939697	-99,226746
3084,631348	-98,595314
3087,322998	-98,181725
3090,014648	-97,114624
3092,706299	-96,832634
3095,397949	-96,936462
3098,089600	-96,349487
3100,781250	-96,747910
3103,472900	-97,984406
3106,164551	-97,481918
3108,856201	-97,221786
3111,547852	-97,364113
3114,239502	-98,499352
3116,931152	-96,547432
3119,622803	-96,705406
3122,314453	-96,631905
3125,006104	-96,728531
3127,697754	-97,385010
3130,389404	-100,040474
3133,081055	-97,140366
3135,772705	-98,339653
3138,464355	-97,068909
3141,156006	-98,028297
3143,847656	-97,863541
3146,539307	-92,092583
3149,230957	-95,957115
3151,922607	-98,226219
3154,614258	-97,559235
3157,305908	-96,062897
3159,997559	-98,578087
