Frecuencia (Hz)	volumen (dB)
1795,330811	-97,166336
1798,022461	-95,440277
1800,714111	-94,118042
1803,405762	-96,948730
1806,097412	-97,640137
1808,789063	-97,717445
1811,480713	-97,473610
1814,172363	-97,418480
1816,864014	-97,388885
1819,555664	-95,734123
1822,247314	-97,297035
1824,938965	-96,314995
1827,630615	-98,225372
1830,322266	-98,118553
1833,013916	-97,552269
1835,705566	-97,006630
1838,397217	-98,063530
1841,088867	-98,737602
1843,780518	-97,407860
1846,472168	-97,895790
1849,163818	-97,487244
1851,855469	-97,315216
1854,547119	-98,416183
1857,238770	-97,781677
1859,930420	-96,218620
1862,622070	-97,928505
1865,313721	-95,663383
1868,005371	-95,775658
1870,697021	-97,326591
1873,388672	-97,447304
1876,080322	-96,594467
1878,771973	-97,736343
1881,463623	-98,379883
1884,155273	-98,937454
1886,846924	-97,627960
1889,538574	-96,867538
1892,230225	-97,335823
1894,921875	-96,875298
1897,613525	-98,040947
1900,305176	-97,741776
1902,996826	-97,199135
1905,688477	-99,482216
1908,380127	-98,526497
1911,071777	-98,771713
1913,763428	-98,613960
1916,455078	-97,671402
1919,146729	-97,252090
1921,838379	-97,753761
1924,530029	-96,450897
1927,221680	-96,147041
1929,913330	-95,381729
1932,604980	-97,677864
1935,296631	-96,969810
1937,988281	-95,615181
1940,679932	-95,859627
1943,371582	-96,392319
1946,063232	-96,869591
1948,754883	-96,344032
1951,446533	-97,501801
1954,138184	-96,083778
1956,829834	-95,010979
1959,521484	-96,233246
1962,213135	-97,613884
1964,904785	-98,018639
1967,596436	-97,771278
1970,288086	-96,783447
1972,979736	-96,533302
1975,671387	-97,421761
1978,363037	-98,593597
1981,054688	-97,083740
1983,746338	-97,812462
1986,437988	-95,135628
1989,129639	-97,357933
1991,821289	-96,928345
1994,512939	-96,349915
1997,204590	-96,055504
1999,896240	-95,862915
2002,587891	-95,698792
2005,279541	-96,658897
2007,971191	-96,130486
2010,662842	-97,761810
2013,354492	-95,893784
2016,046143	-96,692093
2018,737793	-95,739601
2021,429443	-96,380730
2024,121094	-98,021233
2026,812744	-96,353462
2029,504395	-96,263565
2032,196045	-97,410713
2034,887695	-96,887146
2037,579346	-96,558800
2040,270996	-96,556252
2042,962646	-95,991806
2045,654297	-96,840279
2048,345947	-96,840363
2051,037598	-93,950943
2053,729248	-94,430351
2056,420898	-96,463921
2059,112549	-95,506744
2061,804199	-95,751610
2064,495850	-95,198593
2067,187500	-97,252815
2069,879150	-95,339729
2072,570801	-94,723770
2075,262451	-95,978378
2077,954102	-94,926285
2080,645752	-94,938156
2083,337402	-93,869453
2086,029053	-93,460861
2088,720703	-92,591751
2091,412354	-90,651749
2094,104004	-90,698776
2096,795654	-93,690475
2099,487305	-94,166359
2102,178955	-93,504211
2104,870605	-93,821785
2107,562256	-94,830231
2110,253906	-94,717308
2112,945557	-95,636726
2115,637207	-93,138214
2118,328857	-94,279663
2121,020508	-95,380394
2123,712158	-95,730537
2126,403809	-94,808502
2129,095459	-95,752510
2131,787109	-95,893547
2134,478760	-94,408249
2137,170410	-94,628288
2139,862061	-95,983932
2142,553711	-96,271301
2145,245361	-95,719353
2147,937012	-93,496162
2150,628662	-96,038460
2153,320313	-94,226128
2156,011963	-94,602242
2158,703613	-95,103432
2161,395264	-96,208282
2164,086914	-94,722740
2166,778564	-94,129974
2169,470215	-93,951248
2172,161865	-94,913666
2174,853516	-94,138199
2177,545166	-94,521675
2180,236816	-93,922470
2182,928467	-94,355942
2185,620117	-96,124336
2188,311768	-95,665947
2191,003418	-94,783150
2193,695068	-94,105347
2196,386719	-94,380753
2199,078369	-93,575493
2201,770020	-93,083504
2204,461670	-93,687759
2207,153320	-95,320389
2209,844971	-95,088120
2212,536621	-94,089294
2215,228271	-93,606934
2217,919922	-93,445053
2220,611572	-94,787399
2223,303223	-96,580582
2225,994873	-93,749443
2228,686523	-94,135727
2231,378174	-94,577217
2234,069824	-96,308960
2236,761475	-94,287056
2239,453125	-94,299873
2242,144775	-94,264481
2244,836426	-95,102325
2247,528076	-95,854088
