Frecuencia (Hz)	volumen (dB)
2796,624756	-96,187401
2799,316406	-95,644318
2802,008057	-95,416847
2804,699707	-95,899590
2807,391357	-95,211166
2810,083008	-95,972313
2812,774658	-95,806931
2815,466309	-95,165688
2818,157959	-95,811363
2820,849609	-95,310814
2823,541260	-96,699493
2826,232910	-96,293015
2828,924561	-96,129784
2831,616211	-96,068726
2834,307861	-94,475105
2836,999512	-96,109718
2839,691162	-96,689606
2842,382813	-95,300491
2845,074463	-95,909271
2847,766113	-94,107346
2850,457764	-95,760201
2853,149414	-95,355904
2855,841064	-94,931808
2858,532715	-95,529655
2861,224365	-94,184418
2863,916016	-95,682060
2866,607666	-96,654137
2869,299316	-96,142685
2871,990967	-95,191498
2874,682617	-94,059875
2877,374268	-93,972290
2880,065918	-94,770309
2882,757568	-96,380684
2885,449219	-97,442429
2888,140869	-96,554718
2890,832520	-95,434601
2893,524170	-95,864914
2896,215820	-96,833366
2898,907471	-97,102997
2901,599121	-94,906982
2904,290771	-94,442070
2906,982422	-96,243973
2909,674072	-96,308090
2912,365723	-96,819733
2915,057373	-95,535202
2917,749023	-94,829185
2920,440674	-96,107048
2923,132324	-96,227486
2925,823975	-95,836777
2928,515625	-97,468628
2931,207275	-96,856331
2933,898926	-95,596558
2936,590576	-95,179611
2939,282227	-96,591469
2941,973877	-96,706177
2944,665527	-96,649071
2947,357178	-95,833557
2950,048828	-95,324295
2952,740479	-95,250153
2955,432129	-94,900726
2958,123779	-95,285767
2960,815430	-96,924896
2963,507080	-98,693161
2966,198730	-96,145180
2968,890381	-97,530258
2971,582031	-97,658646
2974,273682	-96,962524
2976,965332	-97,241829
2979,656982	-95,309525
2982,348633	-96,206673
2985,040283	-95,752190
2987,731934	-95,905037
2990,423584	-95,262978
2993,115234	-96,576363
2995,806885	-95,208008
2998,498535	-96,409515
3001,190186	-97,626228
3003,881836	-96,190140
3006,573486	-96,689171
3009,265137	-97,709282
3011,956787	-97,101883
3014,648438	-96,861839
3017,340088	-96,704010
3020,031738	-95,667694
3022,723389	-95,873940
3025,415039	-97,726982
3028,106689	-96,533813
3030,798340	-95,755424
3033,489990	-97,243614
3036,181641	-97,981903
3038,873291	-96,090637
3041,564941	-96,291878
3044,256592	-97,051788
3046,948242	-97,898636
3049,639893	-97,891205
3052,331543	-97,152710
3055,023193	-98,080742
