Frecuencia (Hz)	volumen (dB)
2398,260498	-96,134369
2400,952148	-97,333115
2403,643799	-96,162071
2406,335449	-96,765800
2409,027100	-95,131554
2411,718750	-94,994324
2414,410400	-95,678696
2417,102051	-96,581192
2419,793701	-96,443230
2422,485352	-96,311241
2425,177002	-95,982452
2427,868652	-96,499779
2430,560303	-98,773033
2433,251953	-96,043549
2435,943604	-96,398575
2438,635254	-97,068092
2441,326904	-96,865524
2444,018555	-95,910591
2446,710205	-96,173920
2449,401855	-97,482941
2452,093506	-94,698494
2454,785156	-95,649879
2457,476807	-96,441811
2460,168457	-97,930435
2462,860107	-97,396378
2465,551758	-97,584236
2468,243408	-96,993874
2470,935059	-97,603203
2473,626709	-97,442398
2476,318359	-98,661003
2479,010010	-97,466324
2481,701660	-96,967415
2484,393311	-98,164040
2487,084961	-99,134895
2489,776611	-98,467987
2492,468262	-99,087891
2495,159912	-98,442970
2497,851563	-97,243690
2500,543213	-96,845245
2503,234863	-97,874260
2505,926514	-97,235580
2508,618164	-96,399147
2511,309814	-95,870766
2514,001465	-96,338211
2516,693115	-96,122704
2519,384766	-97,551453
2522,076416	-98,655823
2524,768066	-97,632370
2527,459717	-98,202545
2530,151367	-96,597229
2532,843018	-99,007187
2535,534668	-97,576622
2538,226318	-96,542397
2540,917969	-96,175446
2543,609619	-97,239227
2546,301270	-97,118622
2548,992920	-96,119591
2551,684570	-96,041321
2554,376221	-96,904083
2557,067871	-95,718262
2559,759521	-95,461761
2562,451172	-97,097137
2565,142822	-96,166832
2567,834473	-96,620934
2570,526123	-97,212585
2573,217773	-95,663864
2575,909424	-96,705254
2578,601074	-97,446815
2581,292725	-96,771973
2583,984375	-96,052185
2586,676025	-98,688210
2589,367676	-96,233795
2592,059326	-96,833023
2594,750977	-98,715179
2597,442627	-96,545509
2600,134277	-96,721107
2602,825928	-96,902344
2605,517578	-97,207130
2608,209229	-98,071327
2610,900879	-96,988335
2613,592529	-96,655518
2616,284180	-96,755669
2618,975830	-97,469093
2621,667480	-96,766510
2624,359131	-96,138573
2627,050781	-94,605690
2629,742432	-96,277832
2632,434082	-94,848793
2635,125732	-96,418617
2637,817383	-97,553535
2640,509033	-97,753654
2643,200684	-96,952072
2645,892334	-97,919685
2648,583984	-97,836540
2651,275635	-97,232788
2653,967285	-97,428886
2656,658936	-97,853027
2659,350586	-97,668854
2662,042236	-98,168404
2664,733887	-95,766891
2667,425537	-96,544228
2670,117188	-97,547272
2672,808838	-98,615891
2675,500488	-96,829239
2678,192139	-96,862915
2680,883789	-98,989243
2683,575439	-96,638351
2686,267090	-96,673058
2688,958740	-97,120148
2691,650391	-95,464233
2694,342041	-96,419617
2697,033691	-97,240784
2699,725342	-97,066376
2702,416992	-97,509720
2705,108643	-96,314552
2707,800293	-95,718430
2710,491943	-95,987053
2713,183594	-96,272820
2715,875244	-97,471802
2718,566895	-97,019691
2721,258545	-97,726425
2723,950195	-97,538315
2726,641846	-97,471497
2729,333496	-95,038376
2732,025146	-96,773521
2734,716797	-96,616989
2737,408447	-96,864807
2740,100098	-97,037445
2742,791748	-92,384430
2745,483398	-95,224220
2748,175049	-96,047630
2750,866699	-96,439575
2753,558350	-95,492645
2756,250000	-95,825584
2758,941650	-96,013542
2761,633301	-98,472481
2764,324951	-96,617485
2767,016602	-96,483269
2769,708252	-97,089005
2772,399902	-98,026215
2775,091553	-97,014336
2777,783203	-95,502800
2780,474854	-97,129059
2783,166504	-98,056427
2785,858154	-98,393852
2788,549805	-99,144562
2791,241455	-97,382484
2793,933105	-98,123871
2796,624756	-98,867409
2799,316406	-98,744080
2802,008057	-94,508530
2804,699707	-97,086197
2807,391357	-97,775177
2810,083008	-95,947655
2812,774658	-95,414055
2815,466309	-96,668434
2818,157959	-96,655937
2820,849609	-96,453079
2823,541260	-97,183296
2826,232910	-97,225060
2828,924561	-97,813759
2831,616211	-97,447685
2834,307861	-98,502441
2836,999512	-97,162132
2839,691162	-96,751083
2842,382813	-96,774940
2845,074463	-98,529411
2847,766113	-97,633072
2850,457764	-95,788353
2853,149414	-96,097549
2855,841064	-97,305893
2858,532715	-98,013191
2861,224365	-97,910233
2863,916016	-98,981003
2866,607666	-99,512505
2869,299316	-98,678894
2871,990967	-98,474258
2874,682617	-97,028801
2877,374268	-98,238434
2880,065918	-96,702057
2882,757568	-97,873817
2885,449219	-97,152046
2888,140869	-98,953850
2890,832520	-97,419319
2893,524170	-97,177505
2896,215820	-97,541824
2898,907471	-98,319504
2901,599121	-97,503983
2904,290771	-97,243767
2906,982422	-97,691284
2909,674072	-98,036293
2912,365723	-96,708977
2915,057373	-95,659851
2917,749023	-94,939316
2920,440674	-96,920753
2923,132324	-97,754585
2925,823975	-97,046303
2928,515625	-98,146996
2931,207275	-97,154266
2933,898926	-98,083382
2936,590576	-98,693901
2939,282227	-97,319466
2941,973877	-96,805145
2944,665527	-96,422493
2947,357178	-98,557686
2950,048828	-97,315353
2952,740479	-98,486664
2955,432129	-97,969589
2958,123779	-98,087646
2960,815430	-98,556976
2963,507080	-99,048615
2966,198730	-98,201607
2968,890381	-99,474472
2971,582031	-101,178001
